id;name;city;country;iata;icao;tz
3314;Patuxent River Naval Air Station (Trapnell Field);Patuxent River;United States;NHK;KNHK;America/New_York
3315;Palacios Municipal Airport;Palacios;United States;PSX;KPSX;America/Chicago
3316;Arkansas International Airport;Blytheville;United States;BYH;KBYH;America/Chicago
3317;Atlantic City International Airport;Atlantic City;United States;ACY;KACY;America/New_York
3318;Tinker Air Force Base;Oklahoma City;United States;TIK;KTIK;America/Chicago
3319;Elizabeth City Regional Airport & Coast Guard Air Station;Elizabeth City;United States;ECG;KECG;America/New_York
3320;Pueblo Memorial Airport;Pueblo;United States;PUB;KPUB;America/Denver
3321;Northern Maine Regional Airport at Presque Isle;Presque Isle;United States;PQI;KPQI;America/New_York
3322;Gray Army Air Field;Fort Lewis;United States;GRF;KGRF;America/Los_Angeles
3323;Kodiak Airport;Kodiak;United States;ADQ;PADQ;America/Anchorage
3324;Upolu Airport;Opolu;United States;UPP;PHUP;Pacific/Honolulu
3325;Fort Lauderdale Hollywood International Airport;Fort Lauderdale;United States;FLL;KFLL;America/New_York
3326;Muskogee-Davis Regional Airport;Muskogee;United States;NULL;KMKO;America/Chicago
3327;Falls International Airport;International Falls;United States;INL;KINL;America/Chicago
3328;Salt Lake City International Airport;Salt Lake City;United States;SLC;KSLC;America/Denver
3329;Childress Municipal Airport;Childress;United States;CDS;KCDS;America/Chicago
3330;Keesler Air Force Base;Biloxi;United States;BIX;KBIX;America/Chicago
3331;Lawson Army Air Field (Fort Benning);Fort Benning;United States;LSF;KLSF;America/New_York
3332;Kingsville Naval Air Station;Kingsville;United States;NQI;KNQI;America/Chicago
3333;Marshall Army Air Field;Fort Riley;United States;FRI;KFRI;America/Chicago
3334;Harrisburg International Airport;Harrisburg;United States;MDT;KMDT;America/New_York
3335;Lincoln Airport;Lincoln;United States;LNK;KLNK;America/Chicago
3336;Capital City Airport;Lansing;United States;LAN;KLAN;America/New_York
3337;Waimea Kohala Airport;Kamuela;United States;MUE;PHMU;Pacific/Honolulu
3338;Massena International Richards Field;Massena;United States;MSS;KMSS;America/New_York
3339;Hickory Regional Airport;Hickory;United States;HKY;KHKY;America/New_York
3340;Albert Whitted Airport;St. Petersburg;United States;SPG;KSPG;America/New_York
3341;Page Field;Fort Myers;United States;FMY;KFMY;America/New_York
3342;George Bush Intercontinental Houston Airport;Houston;United States;IAH;KIAH;America/Chicago
3343;Millinocket Municipal Airport;Millinocket;United States;NULL;KMLT;America/New_York
3344;Joint Base Andrews;Camp Springs;United States;ADW;KADW;America/New_York
3345;Smith Reynolds Airport;Winston-salem;United States;INT;KINT;America/New_York
3346;Southern California Logistics Airport;Victorville;United States;VCV;KVCV;America/Los_Angeles
3347;Bob Sikes Airport;Crestview;United States;CEW;KCEW;America/Chicago
3348;Wheeler Sack Army Air Field;Fort Drum;United States;NULL;KGTB;America/New_York
3349;St Clair County International Airport;Port Huron;United States;PHN;KPHN;America/New_York
3350;Meadows Field;Bakersfield;United States;BFL;KBFL;America/Los_Angeles
3351;El Paso International Airport;El Paso;United States;ELP;KELP;America/Denver
3352;Valley International Airport;Harlingen;United States;HRL;KHRL;America/Chicago
3353;Columbia Metropolitan Airport;Columbia;United States;CAE;KCAE;America/New_York
3354;Davis Monthan Air Force Base;Tucson;United States;DMA;KDMA;America/Phoenix
3355;Pensacola Naval Air Station/Forrest Sherman Field;Pensacola;United States;NPA;KNPA;America/Chicago
3356;Pensacola Regional Airport;Pensacola;United States;PNS;KPNS;America/Chicago
3357;Grand Forks Air Force Base;Red River;United States;RDR;KRDR;America/Chicago
3358;William P Hobby Airport;Houston;United States;HOU;KHOU;America/Chicago
3359;Buckley Air Force Base;Buckley;United States;BFK;KBKF;America/Denver
3360;Northway Airport;Northway;United States;ORT;PAOR;America/Anchorage
3361;"Warren ""Bud"" Woods Palmer Municipal Airport";Palmer;United States;PAQ;PAAQ;America/Anchorage
3362;Pittsburgh International Airport;Pittsburgh;United States;PIT;KPIT;America/New_York
3363;Wiley Post Will Rogers Memorial Airport;Barrow;United States;BRW;PABR;America/Anchorage
3364;Ellington Airport;Houston;United States;EFD;KEFD;America/Chicago
3365;Whidbey Island Naval Air Station (Ault Field);Whidbey Island;United States;NUW;KNUW;America/Los_Angeles
3366;Alice International Airport;Alice;United States;ALI;KALI;America/Chicago
3367;Moody Air Force Base;Valdosta;United States;VAD;KVAD;America/New_York
3368;Miami International Airport;Miami;United States;MIA;KMIA;America/New_York
3369;Seattle Tacoma International Airport;Seattle;United States;SEA;KSEA;America/Los_Angeles
3370;Lovell Field;Chattanooga;United States;CHA;KCHA;America/New_York
3371;Igor I Sikorsky Memorial Airport;Stratford;United States;BDR;KBDR;America/New_York
3372;Jackson-Medgar Wiley Evers International Airport;Jackson;United States;JAN;KJAN;America/Chicago
3373;Scholes International At Galveston Airport;Galveston;United States;GLS;KGLS;America/Chicago
3374;Long Beach /Daugherty Field/ Airport;Long Beach;United States;LGB;KLGB;America/Los_Angeles
3375;Dillingham Airfield;Dillingham;United States;HDH;PHDH;Pacific/Honolulu
3376;Williamsport Regional Airport;Williamsport;United States;IPT;KIPT;America/New_York
3377;Indianapolis International Airport;Indianapolis;United States;IND;KIND;America/New_York
3378;Whiteman Air Force Base;Knobnoster;United States;SZL;KSZL;America/Chicago
3379;Akron Fulton International Airport;Akron;United States;AKC;KAKR;America/New_York
3380;Greenwood–Leflore Airport;Greenwood;United States;GWO;KGWO;America/Chicago
3381;Westchester County Airport;White Plains;United States;HPN;KHPN;America/New_York
3382;Francis S Gabreski Airport;West Hampton Beach;United States;FOK;KFOK;America/New_York
3383;Jonesboro Municipal Airport;Jonesboro;United States;JBR;KJBR;America/Chicago
3384;Tonopah Test Range Airport;Tonopah;United States;XSD;KTNX;America/Los_Angeles
3385;Palm Beach County Park Airport;West Palm Beach;United States;LNA;KLNA;America/New_York
3386;North Island Naval Air Station-Halsey Field;San Diego;United States;NZY;KNZY;America/Los_Angeles
3387;Biggs Army Air Field (Fort Bliss);El Paso;United States;BIF;KBIF;America/Denver
3388;Yuma MCAS/Yuma International Airport;Yuma;United States;YUM;KNYL;America/Phoenix
3389;Cavern City Air Terminal;Carlsbad;United States;CNM;KCNM;America/Denver
3390;Duluth International Airport;Duluth;United States;DLH;KDLH;America/Chicago
3391;Bethel Airport;Bethel;United States;BET;PABE;America/Anchorage
3392;Bowman Field;Louisville;United States;LOU;KLOU;America/New_York
3393;Sierra Vista Municipal Libby Army Air Field;Fort Huachuca;United States;FHU;KFHU;America/Phoenix
3394;Lihue Airport;Lihue;United States;LIH;PHLI;Pacific/Honolulu
3395;Terre Haute Regional Airport, Hulman Field;Terre Haute;United States;HUF;KHUF;America/New_York
3396;Havre City County Airport;Havre;United States;HVR;KHVR;America/Denver
3397;Grant County International Airport;Grant County Airport;United States;MWH;KMWH;America/Los_Angeles
3398;Edward F Knapp State Airport;Montpelier;United States;MPV;KMPV;America/New_York
3399;San Nicolas Island Nolf Airport;San Nicolas Island;United States;NULL;KNSI;America/Los_Angeles
3400;Richmond International Airport;Richmond;United States;RIC;KRIC;America/New_York
3401;Shreveport Regional Airport;Shreveport;United States;SHV;KSHV;America/Chicago
3402;Merle K (Mudhole) Smith Airport;Cordova;United States;CDV;PACV;America/Anchorage
3403;Norfolk International Airport;Norfolk;United States;ORF;KORF;America/New_York
3404;Southeast Texas Regional Airport;Beaumont;United States;BPT;KBPT;America/Chicago
3405;Savannah Hilton Head International Airport;Savannah;United States;SAV;KSAV;America/New_York
3406;Hill Air Force Base;Ogden;United States;HIF;KHIF;America/Denver
3407;Nome Airport;Nome;United States;OME;PAOM;America/Anchorage
3408;Scappoose Industrial Airpark;San Luis;United States;NULL;KSPB;America/Los_Angeles
3409;St Petersburg Clearwater International Airport;St. Petersburg;United States;PIE;KPIE;America/New_York
3410;Menominee Regional Airport;Macon;United States;MNM;KMNM;America/Chicago
3411;Conroe-North Houston Regional Airport;Conroe;United States;CXO;KCXO;America/Chicago
3412;Deadhorse Airport;Deadhorse;United States;SCC;PASC;America/Anchorage
3413;San Antonio International Airport;San Antonio;United States;SAT;KSAT;America/Chicago
3414;Greater Rochester International Airport;Rochester;United States;ROC;KROC;America/New_York
3415;Patrick Air Force Base;Coco Beach;United States;COF;KCOF;America/New_York
3416;Teterboro Airport;Teterboro;United States;TEB;KTEB;America/New_York
3417;Ellsworth Air Force Base;Rapid City;United States;RCA;KRCA;America/Denver
3418;Raleigh Durham International Airport;Raleigh-durham;United States;RDU;KRDU;America/New_York
3419;James M Cox Dayton International Airport;Dayton;United States;DAY;KDAY;America/New_York
3420;Kenai Municipal Airport;Kenai;United States;ENA;PAEN;America/Anchorage
3421;Mc Alester Regional Airport;Mcalester;United States;MLC;KMLC;America/Chicago
3422;Niagara Falls International Airport;Niagara Falls;United States;IAG;KIAG;America/New_York
3423;Coulter Field;Bryan;United States;CFD;KCFD;America/Chicago
3424;Wright AAF (Fort Stewart)/Midcoast Regional Airport;Wright;United States;LIY;KLHW;America/New_York
3425;Newport News Williamsburg International Airport;Newport News;United States;PHF;KPHF;America/New_York
3426;Esler Regional Airport;Alexandria;United States;ESF;KESF;America/Chicago
3427;Altus Air Force Base;Altus;United States;LTS;KLTS;America/Chicago
3428;Tucson International Airport;Tucson;United States;TUS;KTUS;America/Phoenix
3429;Minot Air Force Base;Minot;United States;MIB;KMIB;America/Chicago
3430;Beale Air Force Base;Marysville;United States;BAB;KBAB;America/Los_Angeles
3431;Greater Kankakee Airport;Kankakee;United States;IKK;KIKK;America/Chicago
3432;Seymour Johnson Air Force Base;Goldsboro;United States;GSB;KGSB;America/New_York
3433;Theodore Francis Green State Airport;Providence;United States;PVD;KPVD;America/New_York
3434;Salisbury Ocean City Wicomico Regional Airport;Salisbury;United States;SBY;KSBY;America/New_York
3435;Rancho Murieta Airport;Rancho Murieta;United States;NULL;KRIU;America/Los_Angeles
3436;Bob Hope Airport;Burbank;United States;BUR;KBUR;America/Los_Angeles
3437;Detroit Metropolitan Wayne County Airport;Detroit;United States;DTW;KDTW;America/New_York
3438;Tampa International Airport;Tampa;United States;TPA;KTPA;America/New_York
3439;Pembina Municipal Airport;Pembina;United States;PMB;KPMB;America/Chicago
3440;Polk Army Air Field;Fort Polk;United States;POE;KPOE;America/Chicago
3441;Eielson Air Force Base;Fairbanks;United States;EIL;PAEI;America/Anchorage
3442;Range Regional Airport;Hibbing;United States;HIB;KHIB;America/Chicago
3443;Angelina County Airport;Lufkin;United States;LFK;KLFK;America/Chicago
3444;Midland International Airport;Midland;United States;MAF;KMAF;America/Chicago
3445;Austin Straubel International Airport;Green Bay;United States;GRB;KGRB;America/Chicago
3446;Ardmore Municipal Airport;Ardmore;United States;ADM;KADM;America/Chicago
3447;Mc Guire Air Force Base;Wrightstown;United States;WRI;KWRI;America/New_York
3448;Cherry Point MCAS /Cunningham Field/;Cherry Point;United States;NULL;KNKT;America/New_York
3449;Emanuel County Airport;Santa Barbara;United States;NULL;KSBO;America/New_York
3450;Augusta Regional At Bush Field;Bush Field;United States;AGS;KAGS;America/New_York
3451;Sloulin Field International Airport;Williston;United States;ISN;KISN;America/Chicago
3452;Bill & Hillary Clinton National Airport/Adams Field;Little Rock;United States;LIT;KLIT;America/Chicago
3453;Stewart International Airport;Newburgh;United States;SWF;KSWF;America/New_York
3454;Baudette International Airport;Baudette;United States;BDE;KBDE;America/Chicago
3455;Sacramento Executive Airport;Sacramento;United States;SAC;KSAC;America/Los_Angeles
3456;Homer Airport;Homer;United States;HOM;PAHO;America/Anchorage
3457;Waynesville-St. Robert Regional Forney field;Fort Leonardwood;United States;TBN;KTBN;America/Chicago
3458;Dobbins Air Reserve Base;Marietta;United States;MGE;KMGE;America/New_York
3459;Fairchild Air Force Base;Spokane;United States;SKA;KSKA;America/Los_Angeles
3460;Roscommon County - Blodgett Memorial Airport;Houghton Lake;United States;HTL;KHTL;America/New_York
3461;Tyndall Air Force Base;Panama City;United States;PAM;KPAM;America/Chicago
3462;Dallas Fort Worth International Airport;Dallas-Fort Worth;United States;DFW;KDFW;America/Chicago
3463;Melbourne International Airport;Melbourne;United States;MLB;KMLB;America/New_York
3464;McChord Air Force Base;Tacoma;United States;TCM;KTCM;America/Los_Angeles
3465;Austin Bergstrom International Airport;Austin;United States;AUS;KAUS;America/Chicago
3466;Rickenbacker International Airport;Columbus;United States;LCK;KLCK;America/New_York
3467;Sawyer International Airport;Gwinn;United States;MQT;KSAW;America/New_York
3468;McGhee Tyson Airport;Knoxville;United States;TYS;KTYS;America/New_York
3469;Hood Army Air Field;Fort Hood;United States;HLR;KHLR;America/Chicago
3470;St Louis Lambert International Airport;St. Louis;United States;STL;KSTL;America/Chicago
3471;Millville Municipal Airport;Millville;United States;MIV;KMIV;America/New_York
3472;Sheppard Air Force Base-Wichita Falls Municipal Airport;Wichita Falls;United States;SPS;KSPS;America/Chicago
3473;Cincinnati Municipal Airport Lunken Field;Cincinnati;United States;LUK;KLUK;America/New_York
3474;Hartsfield Jackson Atlanta International Airport;Atlanta;United States;ATL;KATL;America/New_York
3475;Castle Airport;Merced;United States;MER;KMER;America/Los_Angeles
3476;Mc Clellan Airfield;Sacramento;United States;MCC;KMCC;America/Los_Angeles
3477;Gerald R. Ford International Airport;Grand Rapids;United States;GRR;KGRR;America/New_York
3478;Winkler County Airport;Wink;United States;INK;KINK;America/Chicago
3479;Fresno Yosemite International Airport;Fresno;United States;FAT;KFAT;America/Los_Angeles
3480;Vero Beach Regional Airport;Vero Beach;United States;VRB;KVRB;America/New_York
3481;Imperial County Airport;Imperial;United States;IPL;KIPL;America/Los_Angeles
3482;Nashville International Airport;Nashville;United States;BNA;KBNA;America/Chicago
3483;Laredo International Airport;Laredo;United States;LRD;KLRD;America/Chicago
3484;Elmendorf Air Force Base;Anchorage;United States;EDF;PAED;America/Anchorage
3485;Ralph Wien Memorial Airport;Kotzebue;United States;OTZ;PAOT;America/Anchorage
3486;Altoona Blair County Airport;Altoona;United States;AOO;KAOO;America/New_York
3487;Dyess Air Force Base;Abilene;United States;DYS;KDYS;America/Chicago
3488;South Arkansas Regional At Goodwin Field;El Dorado;United States;ELD;KELD;America/Chicago
3489;La Guardia Airport;New York;United States;LGA;KLGA;America/New_York
3490;Tallahassee Regional Airport;Tallahassee;United States;TLH;KTLH;America/New_York
3491;Dupage Airport;West Chicago;United States;DPA;KDPA;America/Chicago
3492;Waco Regional Airport;Waco;United States;ACT;KACT;America/Chicago
3493;Augusta State Airport;Augusta;United States;AUG;KAUG;America/New_York
3494;Hillsboro Municipal Airport;Hillsboro;United States;NULL;KINJ;America/Chicago
3495;Jacksonville Naval Air Station (Towers Field);Jacksonville;United States;NIP;KNIP;America/New_York
3496;McKellar-Sipes Regional Airport;Jackson;United States;MKL;KMKL;America/Chicago
3497;Molokai Airport;Molokai;United States;MKK;PHMK;Pacific/Honolulu
3498;Godman Army Air Field;Fort Knox;United States;FTK;KFTK;America/New_York
3499;New River MCAS /H/ /Mccutcheon Fld/ Airport;Jacksonville;United States;NULL;KNCA;America/New_York
3500;San Angelo Regional Mathis Field;San Angelo;United States;SJT;KSJT;America/Chicago
3501;Calexico International Airport;Calexico;United States;CXL;KCXL;America/Los_Angeles
3502;Chico Municipal Airport;Chico;United States;CIC;KCIC;America/Los_Angeles
3503;Burlington International Airport;Burlington;United States;BTV;KBTV;America/New_York
3504;Jacksonville International Airport;Jacksonville;United States;JAX;KJAX;America/New_York
3505;Durango La Plata County Airport;Durango;United States;DRO;KDRO;America/Denver
3506;Washington Dulles International Airport;Washington;United States;IAD;KIAD;America/New_York
3507;Easterwood Field;College Station;United States;CLL;KCLL;America/Chicago
3508;Felts Field;Spokane;United States;SFF;KSFF;America/Los_Angeles
3509;General Mitchell International Airport;Milwaukee;United States;MKE;KMKE;America/Chicago
3510;Abilene Regional Airport;Abilene;United States;ABI;KABI;America/Chicago
3511;Columbia Regional Airport;Columbia;United States;COU;KCOU;America/Chicago
3512;Portland International Airport;Portland;United States;PDX;KPDX;America/Los_Angeles
3513;Dade Collier Training and Transition Airport;Miami;United States;TNT;KTNT;America/New_York
3514;Palm Beach International Airport;West Palm Beach;United States;PBI;KPBI;America/New_York
3515;Fort Worth Meacham International Airport;Fort Worth;United States;FTW;KFTW;America/Chicago
3516;Ogdensburg International Airport;Ogdensburg;United States;OGS;KOGS;America/New_York
3517;Cape Cod Coast Guard Air Station;Falmouth;United States;FMH;KFMH;America/New_York
3518;Boeing Field King County International Airport;Seattle;United States;BFI;KBFI;America/Los_Angeles
3519;Lackland Air Force Base;San Antonio;United States;SKF;KSKF;America/Chicago
3520;Daniel K Inouye International Airport;Honolulu;United States;HNL;PHNL;Pacific/Honolulu
3521;Des Moines International Airport;Des Moines;United States;DSM;KDSM;America/Chicago
3522;Coastal Carolina Regional Airport;New Bern;United States;EWN;KEWN;America/New_York
3523;San Diego International Airport;San Diego;United States;SAN;KSAN;America/Los_Angeles
3524;Monroe Regional Airport;Monroe;United States;MLU;KMLU;America/Chicago
3525;Shaw Air Force Base;Sumter;United States;SSC;KSSC;America/New_York
3526;Ontario International Airport;Ontario;United States;ONT;KONT;America/Los_Angeles
3527;Majors Airport;Greenvile;United States;GVT;KGVT;America/Chicago
3528;Roswell International Air Center Airport;Roswell;United States;ROW;KROW;America/Denver
3529;Coleman A. Young Municipal Airport;Detroit;United States;DET;KDET;America/New_York
3530;Brownsville South Padre Island International Airport;Brownsville;United States;BRO;KBRO;America/Chicago
3531;Dothan Regional Airport;Dothan;United States;DHN;KDHN;America/Chicago
3532;Cape May County Airport;Wildwood;United States;WWD;KWWD;America/New_York
3533;Fallon Naval Air Station;Fallon;United States;NFL;KNFL;America/Los_Angeles
3534;Selfridge Air National Guard Base Airport;Mount Clemens;United States;MTC;KMTC;America/New_York
3535;Four Corners Regional Airport;Farmington;United States;FMN;KFMN;America/Denver
3536;Corpus Christi International Airport;Corpus Christi;United States;CRP;KCRP;America/Chicago
3537;Syracuse Hancock International Airport;Syracuse;United States;SYR;KSYR;America/New_York
3538;Naval Air Station Key West/Boca Chica Field;Key West;United States;NQX;KNQX;America/New_York
3539;Chicago Midway International Airport;Chicago;United States;MDW;KMDW;America/Chicago
3540;Norman Y. Mineta San Jose International Airport;San Jose;United States;SJC;KSJC;America/Los_Angeles
3541;Lea County Regional Airport;Hobbs;United States;HOB;KHOB;America/Denver
3542;Northeast Philadelphia Airport;Philadelphia;United States;PNE;KPNE;America/New_York
3543;Denver International Airport;Denver;United States;DEN;KDEN;America/Denver
3544;Philadelphia International Airport;Philadelphia;United States;PHL;KPHL;America/New_York
3545;Sioux Gateway Col. Bud Day Field;Sioux City;United States;SUX;KSUX;America/Chicago
3546;Middle Georgia Regional Airport;Macon;United States;MCN;KMCN;America/New_York
3547;Truth Or Consequences Municipal Airport;Truth Or Consequences;United States;TCS;KTCS;America/Denver
3548;Palmdale Regional/USAF Plant 42 Airport;Palmdale;United States;PMD;KPMD;America/Los_Angeles
3549;Randolph Air Force Base;San Antonio;United States;RND;KRND;America/Chicago
3550;El Centro NAF Airport (Vraciu Field);El Centro;United States;NJK;KNJK;America/Los_Angeles
3551;John Glenn Columbus International Airport;Columbus;United States;CMH;KCMH;America/New_York
3552;Drake Field;Fayetteville;United States;FYV;KFYV;America/Chicago
3553;Henry Post Army Air Field (Fort Sill);Fort Sill;United States;FSI;KFSI;America/Chicago
3554;Princeton Municipal Airport;Princeton;United States;NULL;KPNM;America/Chicago
3555;Wright-Patterson Air Force Base;Dayton;United States;FFO;KFFO;America/New_York
3556;Edward G. Pitka Sr Airport;Galena;United States;GAL;PAGA;America/Anchorage
3557;Chandler Municipal Airport;Chandler;United States;NULL;KCHD;America/Phoenix
3558;Mineral Wells Airport;Mineral Wells;United States;MWL;KMWL;America/Chicago
3559;Mc Connell Air Force Base;Wichita;United States;IAB;KIAB;America/Chicago
3560;New Orleans NAS JRB/Alvin Callender Field;New Orleans;United States;NBG;KNBG;America/Chicago
3561;Beaufort County Airport;Beaufort;United States;BFT;KARW;America/New_York
3562;Texarkana Regional Webb Field;Texarkana;United States;TXK;KTXK;America/Chicago
3563;Plattsburgh International Airport;Plattsburgh;United States;PBG;KPBG;America/New_York
3564;Phillips Army Air Field;Aberdeen;United States;APG;KAPG;America/New_York
3565;Tucumcari Municipal Airport;Tucumcari;United States;TCC;KTCC;America/Denver
3566;Ted Stevens Anchorage International Airport;Anchorage;United States;ANC;PANC;America/Anchorage
3567;Robert Gray  Army Air Field Airport;Killeen;United States;GRK;KGRK;America/Chicago
3568;Black Rock Airport;Zuni Pueblo;United States;NULL;KZUN;America/Denver
3569;Bellingham International Airport;Bellingham;United States;BLI;KBLI;America/Los_Angeles
3570;Millington-Memphis Airport;Millington;United States;NQA;KNQA;America/Chicago
3571;Elkins-Randolph Co-Jennings Randolph Field;Elkins;United States;EKN;KEKN;America/New_York
3572;Hartford Brainard Airport;Hartford;United States;HFD;KHFD;America/New_York
3573;North Central State Airport;Smithfield;United States;SFZ;KSFZ;America/New_York
3574;Mobile Regional Airport;Mobile;United States;MOB;KMOB;America/Chicago
3575;Moffett Federal Airfield;Mountain View;United States;NUQ;KNUQ;America/Los_Angeles
3576;Santa Fe Municipal Airport;Santa Fe;United States;SAF;KSAF;America/Denver
3577;Barking Sands Airport;Barking Sands;United States;BKH;PHBK;Pacific/Honolulu
3578;Beauregard Regional Airport;Deridder;United States;DRI;KDRI;America/Chicago
3579;Bradshaw Army Airfield;Bradshaw Field;United States;BSF;PHSF;Pacific/Honolulu
3580;Nogales International Airport;Nogales;United States;OLS;KOLS;America/Phoenix
3581;Mac Dill Air Force Base;Tampa;United States;MCF;KMCF;America/New_York
3582;Scott AFB/Midamerica Airport;Belleville;United States;BLV;KBLV;America/Chicago
3583;Opa-locka Executive Airport;Miami;United States;OPF;KOPF;America/New_York
3584;Del Rio International Airport;Del Rio;United States;DRT;KDRT;America/Chicago
3585;Southwest Florida International Airport;Fort Myers;United States;RSW;KRSW;America/New_York
3586;King Salmon Airport;King Salmon;United States;AKN;PAKN;America/Anchorage
3587;Muir Army Air Field (Fort Indiantown Gap) Airport;Muir;United States;MUI;KMUI;America/New_York
3588;Kapalua Airport;Lahania-kapalua;United States;JHM;PHJH;Pacific/Honolulu
3589;John F Kennedy International Airport;New York;United States;JFK;KJFK;America/New_York
3590;Homestead ARB Airport;Homestead;United States;HST;KHST;America/New_York
3591;Riverside Municipal Airport;Riverside;United States;RAL;KRAL;America/Los_Angeles
3592;Sherman Army Air Field;Fort Leavenworth;United States;FLV;KFLV;America/Chicago
3593;Wallops Flight Facility Airport;Wallops Island;United States;WAL;KWAL;America/New_York
3594;Holloman Air Force Base;Alamogordo;United States;HMN;KHMN;America/Denver
3595;Willow Grove Naval Air Station/Joint Reserve Base;Willow Grove;United States;NXX;KNXX;America/New_York
3596;Cheyenne Regional Jerry Olson Field;Cheyenne;United States;CYS;KCYS;America/Denver
3597;Stockton Metropolitan Airport;Stockton;United States;SCK;KSCK;America/Los_Angeles
3598;Charleston Air Force Base-International Airport;Charleston;United States;CHS;KCHS;America/New_York
3599;Reno Tahoe International Airport;Reno;United States;RNO;KRNO;America/Los_Angeles
3600;Ketchikan International Airport;Ketchikan;United States;KTN;PAKT;America/Anchorage
3601;Willow Run Airport;Detroit;United States;YIP;KYIP;America/New_York
3602;Vandenberg Air Force Base;Lompoc;United States;VBG;KVBG;America/Los_Angeles
3603;Birmingham-Shuttlesworth International Airport;Birmingham;United States;BHM;KBHM;America/Chicago
3604;Lakehurst Maxfield Field Airport;Lakehurst;United States;NEL;KNEL;America/New_York
3605;Eareckson Air Station;Shemya;United States;SYA;PASY;America/Adak
3606;Nellis Air Force Base;Las Vegas;United States;LSV;KLSV;America/Los_Angeles
3607;March ARB Airport;Riverside;United States;RIV;KRIV;America/Los_Angeles
3608;Modesto City Co-Harry Sham Field;Modesto;United States;MOD;KMOD;America/Los_Angeles
3609;Sacramento International Airport;Sacramento;United States;SMF;KSMF;America/Los_Angeles
3610;Waukegan National Airport;Chicago;United States;UGN;KUGN;America/Chicago
3611;City of Colorado Springs Municipal Airport;Colorado Springs;United States;COS;KCOS;America/Denver
3612;Buffalo Niagara International Airport;Buffalo;United States;BUF;KBUF;America/New_York
3613;Griffing Sandusky Airport;Sandusky;United States;SKY;KSKY;America/New_York
3614;Snohomish County (Paine Field) Airport;Everett;United States;PAE;KPAE;America/Los_Angeles
3615;Mountain Home Air Force Base;Mountain Home;United States;MUO;KMUO;America/Denver
3616;Cedar City Regional Airport;Cedar City;United States;CDC;KCDC;America/Denver
3617;Bradley International Airport;Windsor Locks;United States;BDL;KBDL;America/New_York
3618;Mc Allen Miller International Airport;Mcallen;United States;MFE;KMFE;America/Chicago
3619;Norfolk Naval Station (Chambers Field);Norfolk;United States;NGU;KNGU;America/New_York
3620;Westover ARB/Metropolitan Airport;Chicopee Falls;United States;CEF;KCEF;America/New_York
3621;Lubbock Preston Smith International Airport;Lubbock;United States;LBB;KLBB;America/Chicago
3622;Chicago O'Hare International Airport;Chicago;United States;ORD;KORD;America/Chicago
3623;Boca Raton Airport;Boca Raton;United States;BCT;KBCT;America/New_York
3624;Fairbanks International Airport;Fairbanks;United States;FAI;PAFA;America/Anchorage
3625;Quantico MCAF /Turner field;Quantico;United States;NULL;KNYG;America/New_York
3626;Cannon Air Force Base;Clovis;United States;CVS;KCVS;America/Denver
3627;Kaneohe Bay MCAS (Marion E. Carl Field) Airport;Kaneohe Bay;United States;NGF;PHNG;Pacific/Honolulu
3628;Offutt Air Force Base;Omaha;United States;OFF;KOFF;America/Chicago
3629;Gulkana Airport;Gulkana;United States;GKN;PAGK;America/Anchorage
3630;Watertown International Airport;Watertown;United States;ART;KART;America/New_York
3631;Palm Springs International Airport;Palm Springs;United States;PSP;KPSP;America/Los_Angeles
3632;Rick Husband Amarillo International Airport;Amarillo;United States;AMA;KAMA;America/Chicago
3633;Fort Dodge Regional Airport;Fort Dodge;United States;FOD;KFOD;America/Chicago
3634;Barksdale Air Force Base;Shreveport;United States;BAD;KBAD;America/Chicago
3635;Topeka Regional Airport - Forbes Field;Topeka;United States;FOE;KFOE;America/Chicago
3636;Cotulla-La Salle County Airport;Cotulla;United States;COT;KCOT;America/Chicago
3637;Wilmington International Airport;Wilmington;United States;ILM;KILM;America/New_York
3638;Baton Rouge Metropolitan Airport;Baton Rouge;United States;BTR;KBTR;America/Chicago
3639;Meridian Naval Air Station;Meridian;United States;NULL;KNMM;America/Chicago
3640;Tyler Pounds Regional Airport;Tyler;United States;TYR;KTYR;America/Chicago
3641;Baltimore/Washington International Thurgood Marshall Airport;Baltimore;United States;BWI;KBWI;America/New_York
3642;Hobart Regional Airport;Hobart;United States;HBR;KHBR;America/Chicago
3643;Lanai Airport;Lanai;United States;LNY;PHNY;Pacific/Honolulu
3644;Alexandria International Airport;Alexandria;United States;AEX;KAEX;America/Chicago
3645;Condron Army Air Field;White Sands;United States;WSD;KWSD;America/Denver
3646;Cold Bay Airport;Cold Bay;United States;CDB;PACD;America/Anchorage
3647;Tulsa International Airport;Tulsa;United States;TUL;KTUL;America/Chicago
3648;Sitka Rocky Gutierrez Airport;Sitka;United States;SIT;PASI;America/Anchorage
3649;Long Island Mac Arthur Airport;Islip;United States;ISP;KISP;America/New_York
3650;Minneapolis-St Paul International/Wold-Chamberlain Airport;Minneapolis;United States;MSP;KMSP;America/Chicago
3651;New Castle Airport;Wilmington;United States;ILG;KILG;America/New_York
3652;Unalaska Airport;Unalaska;United States;DUT;PADU;America/Anchorage
3653;Louis Armstrong New Orleans International Airport;New Orleans;United States;MSY;KMSY;America/Chicago
3654;Portland International Jetport Airport;Portland;United States;PWM;KPWM;America/New_York
3655;Will Rogers World Airport;Oklahoma City;United States;OKC;KOKC;America/Chicago
